,,,,,,,,,,,,,
Vesicles green Position,,,,,,,,,,,,,
 ==================== ,,,,,,,,,,,,,
Vesicles green Position X,Vesicles green Position Y,Vesicles green Position Z,Unit,Category,Collection,Birth [s],Death [s],CellID,ID,OriginalID,Original Component Name,Original Component ID,Original Image Name
66.39325,93.83757,0.262348,µm,Vesicles green, Vesicles green Position,0,1,22,200032698,200033934,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
63.606667,97.472488,2.5943,µm,Vesicles green, Vesicles green Position,0,1,22,200032699,200033935,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
64.128975,49.922062,2.308502,µm,Vesicles green, Vesicles green Position,0,1,23,200032700,200053293,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
59.75074,51.871876,2.593239,µm,Vesicles green, Vesicles green Position,0,1,23,200032701,200053294,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
60.519226,51.325787,2.794849,µm,Vesicles green, Vesicles green Position,0,1,23,200032702,200053295,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
96.631027,72.44986,1.170027,µm,Vesicles green, Vesicles green Position,0,1,24,200032703,200053296,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
88.609238,72.332184,1.42896,µm,Vesicles green, Vesicles green Position,0,1,24,200032704,200053297,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
70.112289,73.8228,0.351358,µm,Vesicles green, Vesicles green Position,0,1,24,200032705,200053298,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
71.44249,76.299515,0.740811,µm,Vesicles green, Vesicles green Position,0,1,24,200032706,200053299,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
100.547073,73.993332,0.172682,µm,Vesicles green, Vesicles green Position,0,1,24,200032707,200053300,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
84.238281,63.234467,1.922751,µm,Vesicles green, Vesicles green Position,0,1,24,200032708,200053301,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
84.389801,65.481186,2.007396,µm,Vesicles green, Vesicles green Position,0,1,24,200032709,200053302,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
97.741524,71.365601,2.781735,µm,Vesicles green, Vesicles green Position,0,1,24,200032710,200053303,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
73.287308,78.815361,1.582615,µm,Vesicles green, Vesicles green Position,0,1,24,200032711,200053304,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
94.67514,79.104004,2.334699,µm,Vesicles green, Vesicles green Position,0,1,24,200032712,200053305,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
90.952332,85.546822,2.534073,µm,Vesicles green, Vesicles green Position,0,1,24,200032713,200053306,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
68.126572,95.552399,0.235671,µm,Vesicles green, Vesicles green Position,0,1,25,200032714,200053307,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
65.329285,99.293747,2.612097,µm,Vesicles green, Vesicles green Position,0,1,25,200032715,200053308,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
414.691895,68.373726,1.000994,µm,Vesicles green, Vesicles green Position,0,1,26,200032716,200033536,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
417.450256,72.097809,0.47501,µm,Vesicles green, Vesicles green Position,0,1,26,200032717,200033537,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
427.609619,59.092445,2.247387,µm,Vesicles green, Vesicles green Position,0,1,26,200032718,200033538,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
415.686584,73.449188,2.460016,µm,Vesicles green, Vesicles green Position,0,1,26,200032719,200033539,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
427.935059,89.807274,0.878328,µm,Vesicles green, Vesicles green Position,0,1,27,200032720,200033540,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
443.884766,104.857697,0.397903,µm,Vesicles green, Vesicles green Position,0,1,27,200032721,200033541,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
431.997162,106.541779,0.594658,µm,Vesicles green, Vesicles green Position,0,1,27,200032722,200033542,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
432.260986,107.531654,0.559957,µm,Vesicles green, Vesicles green Position,0,1,27,200032723,200033543,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
432.675171,105.876678,1.072524,µm,Vesicles green, Vesicles green Position,0,1,27,200032724,200033544,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
416.404816,70.089249,0.981781,µm,Vesicles green, Vesicles green Position,0,1,28,200032725,200054370,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
419.168915,73.815826,0.459886,µm,Vesicles green, Vesicles green Position,0,1,28,200032726,200054371,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
429.323486,60.816559,2.232415,µm,Vesicles green, Vesicles green Position,0,1,28,200032727,200054372,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
417.443909,75.166321,2.427229,µm,Vesicles green, Vesicles green Position,0,1,28,200032728,200054373,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
429.654541,91.532867,0.863442,µm,Vesicles green, Vesicles green Position,0,1,29,200032729,200054374,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
433.729126,108.261131,0.569393,µm,Vesicles green, Vesicles green Position,0,1,29,200032730,200054375,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
433.982056,109.261818,0.526195,µm,Vesicles green, Vesicles green Position,0,1,29,200032731,200054376,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
434.393768,107.623138,1.075787,µm,Vesicles green, Vesicles green Position,0,1,29,200032732,200054377,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
445.604919,106.581856,0.388855,µm,Vesicles green, Vesicles green Position,0,1,29,200032733,200054378,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
