,,,,,,,,,,,,,
Vesicles red Position,,,,,,,,,,,,,
 ==================== ,,,,,,,,,,,,,
Vesicles red Position X,Vesicles red Position Y,Vesicles red Position Z,Unit,Category,Collection,Birth [s],Death [s],CellID,ID,OriginalID,Original Component Name,Original Component ID,Original Image Name
94.939308,69.742439,1.075086,µm,Vesicles red, Vesicles red Position,0,1,21,300034035,300032592,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
98.749741,71.950111,0.212765,µm,Vesicles red, Vesicles red Position,0,1,21,300034036,300032593,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
69.56398,74.249046,0.788942,µm,Vesicles red, Vesicles red Position,0,1,21,300034037,300032594,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
91.124931,78.892426,0.208478,µm,Vesicles red, Vesicles red Position,0,1,21,300034038,300032595,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
90.743774,77.508812,0.402231,µm,Vesicles red, Vesicles red Position,0,1,21,300034039,300032596,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
82.862709,61.646469,2.058462,µm,Vesicles red, Vesicles red Position,0,1,21,300034040,300032597,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
82.756172,63.418564,2.025303,µm,Vesicles red, Vesicles red Position,0,1,21,300034041,300032598,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
82.828377,64.180603,2.095253,µm,Vesicles red, Vesicles red Position,0,1,21,300034042,300032599,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
86.934433,70.702507,1.6205,µm,Vesicles red, Vesicles red Position,0,1,21,300034043,300032600,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
96.380371,69.16906,2.7939,µm,Vesicles red, Vesicles red Position,0,1,21,300034044,300032601,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
96.31337,69.895752,2.938129,µm,Vesicles red, Vesicles red Position,0,1,21,300034045,300032602,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
72.130424,77.335083,1.760345,µm,Vesicles red, Vesicles red Position,0,1,21,300034046,300032603,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
93.115524,77.107605,2.278052,µm,Vesicles red, Vesicles red Position,0,1,21,300034047,300032604,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
89.608429,84.051407,2.579598,µm,Vesicles red, Vesicles red Position,0,1,21,300034048,300032605,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
66.290207,93.847694,0.609614,µm,Vesicles red, Vesicles red Position,0,1,22,300034049,300032606,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
63.402397,97.472488,2.32173,µm,Vesicles red, Vesicles red Position,0,1,22,300034050,300032607,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
64.01709,49.688358,2.498943,µm,Vesicles red, Vesicles red Position,0,1,23,300034051,300062695,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
59.905888,51.766541,2.650365,µm,Vesicles red, Vesicles red Position,0,1,23,300034052,300062696,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
60.615467,51.1203,2.807392,µm,Vesicles red, Vesicles red Position,0,1,23,300034053,300062697,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
96.656425,71.483467,1.085773,µm,Vesicles red, Vesicles red Position,0,1,24,300034054,300062698,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
70.472168,73.543594,0.480689,µm,Vesicles red, Vesicles red Position,0,1,24,300034055,300062699,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
71.290276,75.966812,0.800465,µm,Vesicles red, Vesicles red Position,0,1,24,300034056,300062700,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
92.838837,80.608704,0.249447,µm,Vesicles red, Vesicles red Position,0,1,24,300034057,300062701,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
92.464523,79.214386,0.41769,µm,Vesicles red, Vesicles red Position,0,1,24,300034058,300062702,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
100.48111,73.665634,0.211424,µm,Vesicles red, Vesicles red Position,0,1,24,300034059,300062703,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
88.744209,72.39122,1.569296,µm,Vesicles red, Vesicles red Position,0,1,24,300034060,300062704,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
84.580887,63.379204,2.054388,µm,Vesicles red, Vesicles red Position,0,1,24,300034061,300062705,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
84.479324,65.155769,2.019039,µm,Vesicles red, Vesicles red Position,0,1,24,300034062,300062706,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
84.536789,65.820015,2.006523,µm,Vesicles red, Vesicles red Position,0,1,24,300034063,300062707,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
98.100739,70.889664,2.767835,µm,Vesicles red, Vesicles red Position,0,1,24,300034064,300062708,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
98.02523,71.609131,2.911785,µm,Vesicles red, Vesicles red Position,0,1,24,300034065,300062709,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
73.849899,79.062622,1.833895,µm,Vesicles red, Vesicles red Position,0,1,24,300034066,300062710,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
94.85778,78.849945,2.272526,µm,Vesicles red, Vesicles red Position,0,1,24,300034067,300062711,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
91.324661,85.75354,2.57382,µm,Vesicles red, Vesicles red Position,0,1,24,300034068,300062712,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
68.002838,95.566864,0.583524,µm,Vesicles red, Vesicles red Position,0,1,25,300034069,300062713,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
65.466423,99.596024,2.575979,µm,Vesicles red, Vesicles red Position,0,1,25,300034070,300062714,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_2_R3D_[ims1_2026-08-20T16-15-22.389]
414.694366,68.584877,1.049481,µm,Vesicles red, Vesicles red Position,0,1,26,300034071,300030922,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
428.04303,62.66497,1.414714,µm,Vesicles red, Vesicles red Position,0,1,26,300034072,300030923,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
418.002228,71.939079,0.637511,µm,Vesicles red, Vesicles red Position,0,1,26,300034073,300030924,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
417.321991,72.188721,0.761725,µm,Vesicles red, Vesicles red Position,0,1,26,300034074,300030925,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
427.693329,59.421253,2.289218,µm,Vesicles red, Vesicles red Position,0,1,26,300034075,300030926,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
415.909363,73.506943,2.277812,µm,Vesicles red, Vesicles red Position,0,1,26,300034076,300030927,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
428.501343,89.888779,1.071407,µm,Vesicles red, Vesicles red Position,0,1,27,300034077,300030928,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
444.267212,104.317612,0.517666,µm,Vesicles red, Vesicles red Position,0,1,27,300034078,300030929,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
443.379364,105.222321,0.553913,µm,Vesicles red, Vesicles red Position,0,1,27,300034079,300030930,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
432.54837,107.834091,0.5068,µm,Vesicles red, Vesicles red Position,0,1,27,300034080,300030931,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
432.117188,106.436523,0.757365,µm,Vesicles red, Vesicles red Position,0,1,27,300034081,300030932,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
432.777893,105.522034,1.161131,µm,Vesicles red, Vesicles red Position,0,1,27,300034082,300030933,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_D3D_[ims1_2026-08-20T16-15-22.389]
416.40564,70.304955,1.044964,µm,Vesicles red, Vesicles red Position,0,1,28,300034083,300059869,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
421.983124,58.477089,0.811133,µm,Vesicles red, Vesicles red Position,0,1,28,300034084,300059870,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
429.761383,64.390511,1.415721,µm,Vesicles red, Vesicles red Position,0,1,28,300034085,300059871,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
419.707733,73.659821,0.629782,µm,Vesicles red, Vesicles red Position,0,1,28,300034086,300059872,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
419.042023,73.896294,0.750234,µm,Vesicles red, Vesicles red Position,0,1,28,300034087,300059873,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
429.41098,61.124184,2.27477,µm,Vesicles red, Vesicles red Position,0,1,28,300034088,300059874,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
417.791718,75.296509,2.366626,µm,Vesicles red, Vesicles red Position,0,1,28,300034089,300059875,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
430.213501,91.600861,1.068236,µm,Vesicles red, Vesicles red Position,0,1,29,300034090,300059876,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
432.867371,96.128464,0.416664,µm,Vesicles red, Vesicles red Position,0,1,29,300034091,300059877,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
434.269501,109.552536,0.514148,µm,Vesicles red, Vesicles red Position,0,1,29,300034092,300059878,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
433.83078,108.152084,0.744291,µm,Vesicles red, Vesicles red Position,0,1,29,300034093,300059879,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
434.495453,107.243469,1.154138,µm,Vesicles red, Vesicles red Position,0,1,29,300034094,300059880,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
445.984222,106.030769,0.504095,µm,Vesicles red, Vesicles red Position,0,1,29,300034095,300059881,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
445.098114,106.944977,0.558256,µm,Vesicles red, Vesicles red Position,0,1,29,300034096,300059882,Cells 1 x.icsx_[ibrx_2026-08-20T16-15-22.389],400001,Ly7_dTAG_G_LCR_BCL6_n2_3_R3D_[ims1_2026-08-20T16-15-22.389]
